"longitude,latitude",longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,num_ocean_proximity,ocean_proximity
-119.01 ; 36.05,-119.01,36.05,27.0,1127.0,294.0,839.0,276.0,1.3807,53100.0,1.0,INLAND
-119.01 ; 36.06,-119.01,36.06,25.0,1505.0,435.0,1392.0,359.0,1.6812,47700.0,1.0,INLAND
-119.01 ; 36.08,-119.01,36.08,31.0,1620.0,366.0,1154.0,348.0,1.8857,55500.0,1.0,INLAND
-119.02 ; 34.24,-119.02,34.24,24.0,4650.0,748.0,2374.0,702.0,5.8838,232600.0,0.0,<1H OCEAN
-119.02 ; 34.26,-119.02,34.26,40.0,1498.0,292.0,707.0,249.0,3.7974,228700.0,0.0,<1H OCEAN
-119.02 ; 35.3,-119.02,35.3,10.0,7397.0,1369.0,4611.0,1310.0,3.6369,81600.0,1.0,INLAND
-119.02 ; 35.32,-119.02,35.32,14.0,2927.0,588.0,1821.0,561.0,3.3529,82600.0,1.0,INLAND
-119.02 ; 35.33,-119.02,35.33,30.5,2872.0,619.0,1632.5,607.0,2.45265,75250.0,1.0,INLAND
-119.02 ; 35.34,-119.02,35.34,36.5,1556.5,342.0,918.5,319.0,1.9241000000000001,61150.0,1.0,INLAND
-119.02 ; 35.35,-119.02,35.35,40.0,1355.5,278.0,723.0,277.0,2.11185,69650.0,1.0,INLAND
-119.02 ; 35.36,-119.02,35.36,48.0,1833.0,396.0,947.0,363.0,2.2827,70000.0,1.0,INLAND
-119.02 ; 35.37,-119.02,35.37,44.0,2687.0,620.0,1521.0,549.0,1.7213,61600.0,1.0,INLAND
-119.02 ; 35.38,-119.02,35.38,48.0,346.0,92.0,129.0,63.0,1.1875,63800.0,1.0,INLAND
-119.02 ; 35.39,-119.02,35.39,41.0,209.0,63.5,137.5,75.0,1.6991,66250.0,1.0,INLAND
-119.02 ; 35.41,-119.02,35.41,31.0,2367.6666666666665,590.3333333333334,1272.0,533.6666666666666,1.7832333333333334,56766.666666666664,1.0,INLAND
-119.02 ; 35.42,-119.02,35.42,39.333333333333336,2075.6666666666665,448.0,1053.3333333333333,411.3333333333333,2.0217666666666667,58300.0,1.0,INLAND
-119.02 ; 35.43,-119.02,35.43,39.0,2033.0,370.0,956.0,379.0,3.1736,70700.0,1.0,INLAND
-119.02 ; 36.05,-119.02,36.05,22.0,2078.0,431.0,1336.0,456.0,2.2202,65200.0,1.0,INLAND
-119.02 ; 36.07,-119.02,36.07,34.0,1891.5,433.0,1180.5,401.5,1.60285,56950.0,1.0,INLAND
-119.02 ; 36.09,-119.02,36.09,15.0,2234.0,415.0,1254.0,420.0,3.0234,88600.0,1.0,INLAND
-119.03 ; 34.21,-119.03,34.21,11.0,4528.0,729.0,2398.0,684.0,5.3044,319000.0,0.0,<1H OCEAN
-119.03 ; 34.22,-119.03,34.22,24.0,3421.0,656.0,2220.0,645.0,4.7831,214200.0,0.0,<1H OCEAN
-119.03 ; 34.23,-119.03,34.23,21.0,3284.0,487.0,1832.0,521.0,5.2773,250800.0,0.0,<1H OCEAN
-119.03 ; 34.24,-119.03,34.24,25.0,3655.0,545.0,1776.0,544.0,5.687,238100.0,0.0,<1H OCEAN
-119.03 ; 34.25,-119.03,34.25,25.0,3344.0,502.0,1483.0,496.0,6.196,340600.0,0.0,<1H OCEAN
-119.03 ; 35.3,-119.03,35.3,10.0,829.0,146.0,447.0,173.0,4.1484,102900.0,1.0,INLAND
-119.03 ; 35.32,-119.03,35.32,12.0,2721.0,549.0,1294.0,523.0,2.5575,100200.0,1.0,INLAND
-119.03 ; 35.33,-119.03,35.33,21.0,3057.0,698.0,1627.0,680.0,2.7083,84700.0,1.0,INLAND
-119.03 ; 35.34,-119.03,35.34,35.0,2847.5,540.5,1405.0,512.0,2.8871,70200.0,1.0,INLAND
-119.03 ; 35.35,-119.03,35.35,34.0,1441.0,294.0,695.0,275.0,2.6875,73700.0,1.0,INLAND
-119.03 ; 35.36,-119.03,35.36,41.0,2247.5,478.5,1159.5,491.5,2.9384,79050.0,1.0,INLAND
-119.03 ; 35.37,-119.03,35.37,47.0,2005.5,425.0,794.5,359.5,2.16495,99450.0,1.0,INLAND
-119.03 ; 35.38,-119.03,35.38,45.0,1908.5,342.0,691.5,335.0,2.8655999999999997,119450.0,1.0,INLAND
-119.03 ; 35.39,-119.03,35.39,28.0,4513.0,764.0,1593.0,763.0,2.9821,118700.0,1.0,INLAND
-119.03 ; 35.4,-119.03,35.4,35.0,2608.0,620.0,1566.0,583.0,2.1818,63500.0,1.0,INLAND
-119.03 ; 35.41,-119.03,35.41,39.0,1784.5,439.0,958.0,369.0,1.9094000000000002,53750.0,1.0,INLAND
-119.03 ; 35.42,-119.03,35.42,42.0,1705.0,418.0,905.0,393.0,1.6286,54600.0,1.0,INLAND
-119.03 ; 35.45,-119.03,35.45,14.0,3520.0,604.0,1748.0,582.0,4.3162,87100.0,1.0,INLAND
-119.03 ; 36.06,-119.03,36.06,36.0,1925.0,443.0,1405.0,422.0,2.162,51900.0,1.0,INLAND
-119.03 ; 36.07,-119.03,36.07,26.0,3210.0,646.0,1908.0,642.0,2.4167,77600.0,1.0,INLAND
-119.03 ; 36.08,-119.03,36.08,19.0,2603.5,490.0,1236.0,464.5,2.9722,74150.0,1.0,INLAND
-119.03 ; 36.13,-119.03,36.13,24.0,2259.0,408.0,1169.0,395.0,1.7106,95500.0,1.0,INLAND
-119.04 ; 34.22,-119.04,34.22,18.0,3117.0,583.0,2079.0,545.0,4.6458,222800.0,0.0,<1H OCEAN
-119.04 ; 34.23,-119.04,34.23,21.0,9807.0,1614.0,4199.0,1554.0,5.0145,246600.0,0.0,<1H OCEAN
-119.04 ; 34.24,-119.04,34.24,20.0,7794.0,1192.0,4169.0,1188.0,5.9316,311900.0,0.0,<1H OCEAN
-119.04 ; 34.34,-119.04,34.34,35.0,462.0,90.0,334.0,96.0,5.3582,281300.0,0.0,<1H OCEAN
-119.04 ; 35.31,-119.04,35.31,11.0,2161.0,371.0,1267.0,388.0,4.1957,92700.0,1.0,INLAND
-119.04 ; 35.32,-119.04,35.32,20.0,37.0,11.0,34.0,8.0,1.2,50000.0,1.0,INLAND
-119.04 ; 35.36,-119.04,35.36,38.0,1737.5,363.0,911.0,358.5,2.43985,68200.0,1.0,INLAND
-119.04 ; 35.41,-119.04,35.41,22.5,2422.5,571.5,1233.0,533.5,2.2106,68450.0,1.0,INLAND
-119.04 ; 35.42,-119.04,35.42,47.0,1691.0,402.0,913.0,358.0,1.8403,54700.0,1.0,INLAND
-119.04 ; 35.95,-119.04,35.95,25.0,1009.0,246.0,994.0,222.0,1.8462,55800.0,1.0,INLAND
-119.04 ; 35.96,-119.04,35.96,18.0,1187.0,308.0,1343.0,277.0,1.875,51700.0,1.0,INLAND
-119.04 ; 36.07,-119.04,36.07,21.5,2404.0,547.0,1510.0,518.5,1.9085,65000.0,1.0,INLAND
-119.05 ; 34.13,-119.05,34.13,12.0,57.0,22.0,69.0,15.0,5.0066,275000.0,2.0,NEAR OCEAN
-119.05 ; 34.19,-119.05,34.19,39.0,143.0,36.0,113.0,33.0,2.8942,275000.0,2.0,NEAR OCEAN
-119.05 ; 34.21,-119.05,34.21,27.0,4357.0,926.0,2110.0,876.0,3.0119,218200.0,0.0,<1H OCEAN
-119.05 ; 34.24,-119.05,34.24,24.0,4341.0,646.0,1929.0,703.0,5.4298,279600.0,0.0,<1H OCEAN
-119.05 ; 34.35,-119.05,34.35,39.0,950.0,300.0,1366.0,312.0,2.2443,146600.0,0.0,<1H OCEAN
-119.05 ; 34.36,-119.05,34.36,22.0,1815.0,506.0,2428.0,473.0,2.8417,162500.0,0.0,<1H OCEAN
-119.05 ; 35.3,-119.05,35.3,9.0,10822.0,1994.0,6241.0,1906.0,4.0631,88200.0,1.0,INLAND
-119.05 ; 35.33,-119.05,35.33,18.0,12707.0,2685.0,7009.0,2552.0,2.9438,87200.0,1.0,INLAND
-119.05 ; 35.34,-119.05,35.34,15.5,2983.5,710.5,1568.5,667.5,3.3583,140600.0,1.0,INLAND
-119.05 ; 35.36,-119.05,35.36,23.0,4571.0,924.5,2284.0,856.5,3.49045,101550.0,1.0,INLAND
-119.05 ; 35.42,-119.05,35.42,41.0,1992.0,421.0,1006.0,419.0,2.8393,57000.0,1.0,INLAND
-119.05 ; 35.44,-119.05,35.44,5.0,2133.0,487.0,1182.0,438.0,3.0268,77000.0,1.0,INLAND
-119.05 ; 36.06,-119.05,36.06,23.0,2344.0,407.0,1184.0,406.0,3.1625,70600.0,1.0,INLAND
-119.05 ; 36.07,-119.05,36.07,21.0,2472.0,523.0,1238.0,504.0,1.7756,62900.0,1.0,INLAND
-119.05 ; 36.09,-119.05,36.09,9.0,3297.0,568.0,1749.0,568.0,4.0217,99200.0,1.0,INLAND
-119.06 ; 34.23,-119.06,34.23,29.0,3511.0,632.0,2591.0,596.0,3.0219,221700.0,0.0,<1H OCEAN
-119.06 ; 34.24,-119.06,34.24,21.0,7436.0,984.0,2982.0,988.0,7.6775,391200.0,0.0,<1H OCEAN
-119.06 ; 34.35,-119.06,34.35,34.0,2426.0,646.0,2116.0,631.0,2.0682,158300.0,0.0,<1H OCEAN
-119.06 ; 34.36,-119.06,34.36,52.0,1324.0,339.5,957.5,301.0,2.32845,191300.0,0.0,<1H OCEAN
-119.06 ; 34.37,-119.06,34.37,32.0,3885.0,759.0,2504.0,736.0,3.6453,201700.0,0.0,<1H OCEAN
-119.06 ; 34.38,-119.06,34.38,33.0,1465.0,262.0,731.0,266.0,3.9464,230300.0,0.0,<1H OCEAN
-119.06 ; 34.62,-119.06,34.62,10.0,416.0,110.0,436.0,70.0,2.2222,262500.0,0.0,<1H OCEAN
-119.06 ; 35.32,-119.06,35.32,15.0,3944.0,746.0,2355.0,757.0,3.569,70700.0,1.0,INLAND
-119.06 ; 35.33,-119.06,35.33,14.0,5264.0,1064.0,3278.0,1049.0,3.8117,82800.0,1.0,INLAND
-119.06 ; 35.36,-119.06,35.36,9.0,1228.0,234.0,409.0,212.0,4.3482,95200.0,1.0,INLAND
-119.06 ; 36.07,-119.06,36.07,20.0,2683.0,553.0,1497.0,548.0,1.7031,64600.0,1.0,INLAND
-119.06 ; 36.09,-119.06,36.09,11.0,2572.0,454.0,1402.0,415.0,3.6786,72900.0,1.0,INLAND
-119.06 ; 36.1,-119.06,36.1,21.0,1344.0,249.0,868.0,221.0,2.5893,63600.0,1.0,INLAND
-119.06 ; 36.15,-119.06,36.15,22.5,1842.0,375.5,1189.5,354.0,1.9773999999999998,50950.0,1.0,INLAND
-119.07 ; 35.27,-119.07,35.27,25.0,3081.0,635.0,1830.0,591.0,2.5804,97900.0,1.0,INLAND
-119.07 ; 35.33,-119.07,35.33,13.0,9027.0,1901.0,4870.0,1797.0,3.406,100700.0,1.0,INLAND
-119.07 ; 35.34,-119.07,35.34,16.0,4201.0,786.0,1667.0,724.0,4.8839,134100.0,1.0,INLAND
-119.07 ; 35.36,-119.07,35.36,19.0,5254.0,894.0,2155.0,831.0,4.6705,110700.0,1.0,INLAND
-119.07 ; 35.42,-119.07,35.42,19.0,3889.0,832.0,1872.0,731.0,2.6812,107600.0,1.0,INLAND
-119.07 ; 36.07,-119.07,36.07,11.0,2265.0,382.0,1285.0,387.0,3.2042,76200.0,1.0,INLAND
-119.07 ; 36.08,-119.07,36.08,5.0,2693.0,508.0,1785.0,491.0,3.0,71000.0,1.0,INLAND
-119.08 ; 34.17,-119.08,34.17,32.0,166.0,22.0,63.0,29.0,7.3004,125000.0,2.0,NEAR OCEAN
-119.08 ; 34.35,-119.08,34.35,24.0,3663.0,828.0,2718.0,778.0,3.2757,186000.0,0.0,<1H OCEAN
-119.08 ; 35.34,-119.08,35.34,17.0,2802.5,375.0,1174.0,388.0,8.019499999999999,182150.0,1.0,INLAND
-119.08 ; 35.35,-119.08,35.35,20.0,892.0,129.0,331.0,135.0,7.1837,176300.0,1.0,INLAND
-119.08 ; 35.39,-119.08,35.39,10.0,6435.0,1040.0,3242.0,1030.0,5.575,132200.0,1.0,INLAND
-119.08 ; 35.42,-119.08,35.42,10.0,4159.0,608.0,2089.0,591.0,5.5261,132000.0,1.0,INLAND
-119.08 ; 36.02,-119.08,36.02,26.0,1748.0,346.0,891.0,303.0,1.9439,62100.0,1.0,INLAND
-119.08 ; 36.13,-119.08,36.13,21.0,2271.0,376.0,1145.0,372.0,3.1528,113700.0,1.0,INLAND
-119.08 ; 36.21,-119.08,36.21,20.0,1911.0,389.0,1241.0,348.0,2.5156,59300.0,1.0,INLAND
-119.08 ; 36.22,-119.08,36.22,28.0,1606.0,320.0,1158.0,317.0,3.0324,55600.0,1.0,INLAND
-119.08 ; 37.78,-119.08,37.78,17.0,1631.0,335.0,285.0,128.0,2.7656,130000.0,1.0,INLAND
-119.09 ; 34.22,-119.09,34.22,8.0,40.0,10.0,309.0,16.0,4.0208,52500.0,2.0,NEAR OCEAN
-119.09 ; 34.24,-119.09,34.24,17.0,10214.0,1589.0,3409.0,1327.0,5.3806,452100.0,0.0,<1H OCEAN
-119.09 ; 34.35,-119.09,34.35,20.0,4725.0,881.0,2823.0,869.0,4.0122,214800.0,0.0,<1H OCEAN
-119.09 ; 35.3,-119.09,35.3,3.0,2821.0,519.0,1353.0,495.0,3.6852,109800.0,1.0,INLAND
-119.09 ; 35.33,-119.09,35.33,9.0,7085.0,1148.0,3084.0,1052.0,4.997,142900.0,1.0,INLAND
-119.09 ; 35.35,-119.09,35.35,14.0,2113.0,256.0,842.0,265.0,8.5325,224100.0,1.0,INLAND
-119.09 ; 35.41,-119.09,35.41,12.0,3449.0,522.0,1754.0,551.0,5.6235,130600.0,1.0,INLAND
-119.09 ; 36.21,-119.09,36.21,40.5,1618.0,366.5,1278.0,344.0,1.93445,46150.0,1.0,INLAND
-119.09 ; 36.22,-119.09,36.22,34.0,1715.0,290.0,780.0,297.0,3.4306,74300.0,1.0,INLAND
-119.09 ; 36.35,-119.09,36.35,21.0,3146.0,595.0,1580.0,513.0,2.7857,92700.0,1.0,INLAND
-119.09 ; 36.42,-119.09,36.42,16.0,1197.0,290.0,1120.5,280.5,1.79375,54150.0,1.0,INLAND
-119.1 ; 34.31,-119.1,34.31,21.0,2424.0,527.0,1379.0,484.0,2.6786,184000.0,0.0,<1H OCEAN
-119.1 ; 35.33,-119.1,35.33,4.0,6640.0,898.0,3121.0,902.0,6.759,170300.0,1.0,INLAND
-119.1 ; 35.79,-119.1,35.79,19.0,1809.0,477.0,2051.0,416.0,1.8144,49800.0,1.0,INLAND
-119.1 ; 36.19,-119.1,36.19,17.0,1564.0,396.0,713.0,362.0,1.6186,77100.0,1.0,INLAND
-119.1 ; 36.21,-119.1,36.21,38.0,727.0,173.0,559.0,176.0,2.4653,49500.0,1.0,INLAND
-119.1 ; 36.4,-119.1,36.4,27.0,1709.0,362.0,1287.0,362.0,2.38835,72250.0,1.0,INLAND
-119.1 ; 36.42,-119.1,36.42,26.0,1775.0,416.0,1217.0,383.0,1.8801,57600.0,1.0,INLAND
-119.11 ; 34.17,-119.11,34.17,37.0,470.0,105.0,522.0,83.0,2.0368,243800.0,2.0,NEAR OCEAN
-119.11 ; 34.33,-119.11,34.33,14.0,4026.0,769.0,1825.0,671.0,3.5541,191800.0,0.0,<1H OCEAN
-119.11 ; 35.38,-119.11,35.38,37.0,2044.0,394.0,894.0,359.0,2.9453,82800.0,1.0,INLAND
-119.11 ; 35.39,-119.11,35.39,22.0,984.0,176.0,451.0,170.0,3.25,88900.0,1.0,INLAND
-119.11 ; 36.21,-119.11,36.21,10.0,1972.0,455.0,1469.0,442.0,1.5407,58400.0,1.0,INLAND
-119.11 ; 36.29,-119.11,36.29,18.0,1666.0,294.0,859.0,301.0,2.6065,93800.0,1.0,INLAND
-119.12 ; 34.23,-119.12,34.23,35.0,2028.0,554.0,2252.0,521.0,2.4643,182000.0,2.0,NEAR OCEAN
-119.12 ; 34.25,-119.12,34.25,31.0,737.0,146.0,1436.0,168.0,3.5625,194100.0,2.0,NEAR OCEAN
-119.12 ; 34.38,-119.12,34.38,28.0,7200.0,1281.0,3793.0,1238.0,4.075,237900.0,0.0,<1H OCEAN
-119.12 ; 35.33,-119.12,35.33,4.0,8574.0,1489.0,4250.0,1444.0,5.1036,103400.0,1.0,INLAND
-119.12 ; 35.38,-119.12,35.38,18.0,1521.0,269.0,706.0,279.0,4.4196,121000.0,1.0,INLAND
-119.12 ; 35.39,-119.12,35.39,13.0,1264.0,202.0,552.0,187.0,4.5903,94300.0,1.0,INLAND
-119.12 ; 35.41,-119.12,35.41,12.0,5589.0,941.0,3018.0,917.0,4.4561,96900.0,1.0,INLAND
-119.12 ; 35.85,-119.12,35.85,37.0,736.0,166.0,564.0,138.0,2.4167,58300.0,1.0,INLAND
-119.12 ; 36.05,-119.12,36.05,27.0,1575.0,321.0,1063.0,317.0,2.1477,53900.0,1.0,INLAND
-119.12 ; 36.19,-119.12,36.19,21.0,2645.0,464.0,1245.0,407.0,2.9145,114200.0,1.0,INLAND
-119.12 ; 36.29,-119.12,36.29,29.0,1638.0,323.0,942.0,322.0,2.1731,66200.0,1.0,INLAND
-119.12 ; 36.54,-119.12,36.54,30.0,2747.0,515.0,1368.0,453.0,2.9828,85200.0,1.0,INLAND
-119.12 ; 36.69,-119.12,36.69,13.0,3963.0,812.0,1905.0,671.0,2.2278,90500.0,1.0,INLAND
-119.13 ; 34.19,-119.13,34.19,16.0,6389.0,1330.0,6242.0,1340.0,4.0222,206800.0,2.0,NEAR OCEAN
-119.13 ; 35.22,-119.13,35.22,5.0,6268.0,1003.0,3269.0,980.0,5.1457,118200.0,1.0,INLAND
-119.13 ; 36.13,-119.13,36.13,28.0,1673.0,385.0,1434.0,371.0,2.0586,40900.0,1.0,INLAND
-119.14 ; 34.15,-119.14,34.15,25.0,2202.0,390.0,1415.0,412.0,4.43,207700.0,2.0,NEAR OCEAN
-119.14 ; 34.17,-119.14,34.17,16.0,1593.0,353.0,836.0,357.0,2.726,67500.0,2.0,NEAR OCEAN
-119.14 ; 34.23,-119.14,34.23,8.0,243.0,75.0,102.0,80.0,2.5714,500001.0,2.0,NEAR OCEAN
-119.14 ; 34.28,-119.14,34.28,31.0,790.0,241.0,1095.0,222.0,2.25,75000.0,2.0,NEAR OCEAN
-119.14 ; 34.49,-119.14,34.49,17.0,321.0,44.0,92.0,39.0,7.75,375000.0,0.0,<1H OCEAN
-119.14 ; 35.76,-119.14,35.76,30.0,735.0,137.0,421.0,113.0,2.5625,156300.0,1.0,INLAND
-119.14 ; 36.29,-119.14,36.29,34.0,1436.0,331.5,907.5,300.0,1.50105,55100.0,1.0,INLAND
-119.15 ; 34.17,-119.15,34.17,23.0,2239.0,537.0,784.0,497.0,1.6038,194300.0,2.0,NEAR OCEAN
-119.15 ; 34.2,-119.15,34.2,25.0,3445.0,898.0,5558.0,894.0,3.0972,169300.0,2.0,NEAR OCEAN
-119.15 ; 34.25,-119.15,34.25,36.0,3511.0,664.0,2965.0,695.0,4.0878,186800.0,2.0,NEAR OCEAN
-119.15 ; 34.44,-119.15,34.44,33.0,2005.0,392.0,1043.0,351.0,5.308,297900.0,0.0,<1H OCEAN
-119.15 ; 34.83,-119.15,34.83,6.0,8733.0,1600.0,2006.0,736.0,4.5724,168400.0,1.0,INLAND
-119.15 ; 36.29,-119.15,36.29,18.0,1435.0,435.0,657.0,254.0,2.4281,72500.0,1.0,INLAND
-119.16 ; 34.12,-119.16,34.12,17.0,224.0,70.0,147.0,71.0,3.6167,280000.0,2.0,NEAR OCEAN
-119.16 ; 34.15,-119.16,34.15,23.0,3204.0,644.0,2295.0,614.0,3.9485,196600.0,2.0,NEAR OCEAN
-119.16 ; 34.17,-119.16,34.17,17.0,7982.0,1603.0,6437.0,1596.0,4.1279,223900.0,2.0,NEAR OCEAN
-119.16 ; 34.2,-119.16,34.2,35.0,2183.0,636.0,3504.0,623.0,1.9704,160300.0,2.0,NEAR OCEAN
-119.16 ; 34.23,-119.16,34.23,26.0,5444.0,1293.0,3700.0,1158.0,2.7556,213200.0,2.0,NEAR OCEAN
-119.16 ; 34.27,-119.16,34.27,24.0,1824.0,331.0,1049.0,320.0,5.9181,221100.0,2.0,NEAR OCEAN
-119.16 ; 34.28,-119.16,34.28,30.0,413.0,98.0,400.0,112.0,4.0,219200.0,2.0,NEAR OCEAN
-119.16 ; 34.95,-119.16,34.95,14.0,4054.0,787.0,1581.0,579.0,3.0882,148200.0,1.0,INLAND
-119.17 ; 34.15,-119.17,34.15,18.0,2509.0,688.0,3129.0,677.0,2.6098,146100.0,2.0,NEAR OCEAN
-119.17 ; 34.16,-119.17,34.16,17.0,5276.0,1020.0,4066.0,984.0,4.5828,205400.0,2.0,NEAR OCEAN
-119.17 ; 34.17,-119.17,34.17,28.5,1581.5,312.5,1430.0,308.0,3.7970499999999996,185050.0,2.0,NEAR OCEAN
-119.17 ; 34.18,-119.17,34.18,38.0,3221.0,783.0,2792.0,736.0,2.9118,172400.0,2.0,NEAR OCEAN
-119.17 ; 34.19,-119.17,34.19,28.0,1444.0,508.0,2145.0,437.0,1.6964,175000.0,2.0,NEAR OCEAN
-119.17 ; 34.2,-119.17,34.2,38.0,1555.5,421.0,2297.0,422.5,2.66135,128100.0,2.0,NEAR OCEAN
-119.17 ; 34.21,-119.17,34.21,33.0,1039.0,256.0,1432.0,272.0,3.1103,143500.0,2.0,NEAR OCEAN
-119.17 ; 34.22,-119.17,34.22,29.0,4188.0,816.0,2783.0,790.0,4.1949,197100.0,2.0,NEAR OCEAN
-119.17 ; 34.25,-119.17,34.25,15.0,1329.0,282.0,1001.0,284.0,3.65,189300.0,2.0,NEAR OCEAN
-119.17 ; 34.27,-119.17,34.27,24.0,4165.0,646.0,2194.0,658.0,6.0661,234800.0,2.0,NEAR OCEAN
-119.17 ; 34.29,-119.17,34.29,28.0,731.0,155.0,285.0,162.0,3.2917,225000.0,2.0,NEAR OCEAN
-119.17 ; 34.31,-119.17,34.31,21.0,259.0,38.0,142.0,45.0,5.2681,500001.0,2.0,NEAR OCEAN
-119.18 ; 34.16,-119.18,34.16,23.0,1448.3333333333333,294.6666666666667,1127.0,302.6666666666667,4.299066666666667,179866.66666666666,2.0,NEAR OCEAN
-119.18 ; 34.17,-119.18,34.17,32.0,2388.0,467.0,1746.0,483.0,3.9331,187600.0,2.0,NEAR OCEAN
-119.18 ; 34.18,-119.18,34.18,31.0,2636.0,638.0,2695.0,614.0,3.2196,175800.0,2.0,NEAR OCEAN
-119.18 ; 34.19,-119.18,34.19,12.0,1388.5,283.0,1174.0,455.5,1.6289,127450.0,2.0,NEAR OCEAN
-119.18 ; 34.2,-119.18,34.2,21.0,494.0,127.0,489.0,106.0,2.6964,170800.0,2.0,NEAR OCEAN
-119.18 ; 34.21,-119.18,34.21,35.0,2399.0,465.0,1313.3333333333333,447.3333333333333,3.779733333333333,235400.0,2.0,NEAR OCEAN
-119.18 ; 34.23,-119.18,34.23,16.0,4609.0,1220.0,2147.0,1007.0,3.375,218800.0,2.0,NEAR OCEAN
-119.18 ; 34.24,-119.18,34.24,17.0,629.0,221.0,514.0,186.0,3.2847,112500.0,2.0,NEAR OCEAN
-119.18 ; 34.26,-119.18,34.26,22.0,2334.0,359.0,1298.0,363.0,5.5275,228900.0,2.0,NEAR OCEAN
-119.18 ; 34.27,-119.18,34.27,6.0,2307.0,386.0,910.0,364.0,5.215,279500.0,2.0,NEAR OCEAN
-119.18 ; 35.5,-119.18,35.5,36.0,1253.0,259.0,932.0,249.0,2.1635,110400.0,1.0,INLAND
-119.19 ; 34.16,-119.19,34.16,34.5,2671.5,488.0,1678.5,472.0,4.19545,186200.0,2.0,NEAR OCEAN
-119.19 ; 34.17,-119.19,34.17,31.0,3229.5,565.5,2376.5,548.0,4.3575,189200.0,2.0,NEAR OCEAN
-119.19 ; 34.18,-119.19,34.18,32.0,3366.0,677.0,2857.0,669.0,4.6186,181100.0,2.0,NEAR OCEAN
-119.19 ; 34.19,-119.19,34.19,35.0,2599.0,552.0,2726.0,543.0,3.2212,180500.0,2.0,NEAR OCEAN
-119.19 ; 34.2,-119.19,34.2,18.0,3620.0,435.0,3171.0,779.0,3.3409,220500.0,2.0,NEAR OCEAN
-119.19 ; 34.21,-119.19,34.21,30.5,2650.0,590.0,1781.0,539.5,3.3712,216350.0,2.0,NEAR OCEAN
-119.19 ; 34.22,-119.19,34.22,26.0,3175.0,736.0,2460.0,775.0,3.125,219900.0,2.0,NEAR OCEAN
-119.19 ; 34.23,-119.19,34.23,17.0,3889.0,748.0,2415.0,739.0,4.5,234300.0,2.0,NEAR OCEAN
-119.19 ; 34.28,-119.19,34.28,28.0,3231.0,524.0,1665.0,540.0,4.8583,224200.0,2.0,NEAR OCEAN
-119.19 ; 34.3,-119.19,34.3,25.0,2197.0,320.0,934.0,330.0,6.311,283200.0,2.0,NEAR OCEAN
-119.19 ; 34.46,-119.19,34.46,39.0,2056.0,381.0,939.0,371.0,6.6257,427600.0,0.0,<1H OCEAN
-119.19 ; 36.06,-119.19,36.06,29.0,1815.0,376.0,1421.0,339.0,1.9091,71300.0,1.0,INLAND
-119.19 ; 36.14,-119.19,36.14,41.0,759.0,140.0,408.0,129.0,3.9,85900.0,1.0,INLAND
-119.2 ; 34.15,-119.2,34.15,27.0,2076.0,681.0,1904.0,647.0,1.4773,160800.0,2.0,NEAR OCEAN
-119.2 ; 34.18,-119.2,34.18,27.0,1035.0,229.0,782.0,222.0,4.2212,185400.0,2.0,NEAR OCEAN
-119.2 ; 34.19,-119.2,34.19,19.0,9503.0,1769.0,6370.0,1718.0,5.0016,218500.0,2.0,NEAR OCEAN
-119.2 ; 34.25,-119.2,34.25,21.5,1701.5,351.0,1056.5,328.5,3.85255,211250.0,2.0,NEAR OCEAN
-119.2 ; 34.26,-119.2,34.26,19.0,2606.0,477.5,1316.5,492.0,4.7966,211350.0,2.0,NEAR OCEAN
-119.2 ; 34.28,-119.2,34.28,22.0,2362.0,601.0,1127.0,499.0,3.4006,219400.0,2.0,NEAR OCEAN
-119.2 ; 35.37,-119.2,35.37,6.0,7383.0,1095.0,3415.0,1059.0,5.3119,157300.0,1.0,INLAND
-119.2 ; 36.28,-119.2,36.28,22.0,2295.0,508.0,1654.0,478.0,1.684,65900.0,1.0,INLAND
-119.2 ; 36.3,-119.2,36.3,25.5,1391.0,337.0,1226.5,338.5,1.9847000000000001,51300.0,1.0,INLAND
-119.21 ; 34.12,-119.21,34.12,15.0,5778.0,1285.0,1722.0,829.0,4.3427,305800.0,2.0,NEAR OCEAN
-119.21 ; 34.18,-119.21,34.18,13.0,6103.0,1319.0,2986.0,1212.0,3.9718,215200.0,2.0,NEAR OCEAN
-119.21 ; 34.19,-119.21,34.19,15.0,5614.0,989.0,2754.0,994.0,5.035,242900.0,2.0,NEAR OCEAN
-119.21 ; 34.26,-119.21,34.26,22.5,2166.75,455.0,1182.25,412.5,3.718225,166000.0,2.0,NEAR OCEAN
-119.21 ; 34.28,-119.21,34.28,27.0,2219.0,312.0,937.0,315.0,5.7601,281100.0,2.0,NEAR OCEAN
-119.21 ; 34.31,-119.21,34.31,22.0,7548.0,1038.0,2855.0,1008.0,6.729,409300.0,2.0,NEAR OCEAN
-119.21 ; 36.1,-119.21,36.1,30.0,1471.0,373.0,1418.0,357.0,1.7432,42500.0,1.0,INLAND
-119.21 ; 36.3,-119.21,36.3,20.5,1192.0,250.0,949.0,249.0,1.84345,45400.0,1.0,INLAND
-119.21 ; 36.38,-119.21,36.38,18.0,2158.0,413.0,1461.0,395.0,2.0216,58000.0,1.0,INLAND
-119.21 ; 36.39,-119.21,36.39,31.0,1465.0,303.0,1013.0,297.0,2.0363,53500.0,1.0,INLAND
